,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Binned 1st Semester,Binned 2nd Semester
2248,1,15,1,7,1,1,1,1,1,1,1,1,0,1,0,1,0,23,0,0,5,6,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Dropout,Very Low GPA,Very Low GPA
2249,1,1,1,8,1,1,1,1,1,1,1,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,4,13.25,1,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
2250,1,15,1,10,1,14,1,1,1,1,1,0,0,0,1,1,0,22,0,3,6,7,6,12.333333333333334,0,2,6,6,2,14.0,0,13.9,-0.3,0.79,Dropout,Average GPA,Above Average GPA
2251,1,7,1,2,1,1,1,1,1,1,1,1,0,0,1,1,0,25,0,9,13,16,10,11.454545454545457,0,5,11,13,7,12.25,0,12.4,0.5,1.79,Dropout,Low GPA,Average GPA
2252,1,4,1,6,1,15,1,1,1,1,1,0,0,1,1,1,0,27,0,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,Dropout,Average GPA,Above Average GPA
2253,1,12,1,7,1,9,1,1,1,1,1,0,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
2254,1,12,1,17,0,1,1,1,1,1,1,0,0,0,0,1,0,31,0,0,5,5,2,11.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Low GPA,Very Low GPA
2255,1,12,1,11,1,1,1,1,1,1,1,0,0,0,1,1,0,54,0,0,6,9,6,13.714285714285714,0,0,6,13,5,14.333333333333334,0,16.2,0.3,-0.92,Dropout,Average GPA,Above Average GPA
2256,1,4,1,1,1,15,1,1,1,1,1,1,0,1,0,1,0,25,0,18,21,26,21,12.363636363636363,0,12,16,21,12,12.25,1,11.1,0.6,2.02,Dropout,Average GPA,Average GPA
2258,1,4,1,5,1,3,1,1,1,1,1,0,0,0,1,1,0,28,0,0,6,9,2,12.0,0,0,6,10,3,12.666666666666666,0,12.7,3.7,-1.7,Dropout,Average GPA,Average GPA
2259,2,12,1,3,0,12,1,2,2,2,2,0,0,0,1,1,0,41,0,1,7,7,7,12.857142857142858,0,0,6,6,6,13.166666666666666,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
2261,1,14,1,9,1,1,1,1,1,1,1,0,0,0,1,1,0,22,0,0,5,6,0,0.0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Low GPA
2262,1,1,1,11,1,1,1,1,1,1,1,0,0,0,1,1,0,34,0,0,6,13,2,13.5,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,Average GPA,Very Low GPA
2263,1,12,1,4,1,1,1,1,1,1,1,0,0,1,0,1,0,28,0,5,11,14,11,15.090909090909092,0,5,10,11,10,15.0,0,11.1,0.6,2.02,Dropout,Above Average GPA,Above Average GPA
2266,1,4,1,4,1,3,1,1,1,1,1,0,0,0,1,1,0,50,0,2,6,8,2,13.5,0,1,6,9,1,13.0,0,15.5,2.8,-4.06,Dropout,Average GPA,Average GPA
2267,1,1,4,9,1,1,1,1,1,1,1,1,0,0,1,1,0,19,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout,Very Low GPA,Very Low GPA
2268,1,14,1,12,1,1,1,1,1,1,1,0,0,0,1,1,0,18,0,0,7,12,4,12.65,0,0,7,10,3,10.666666666666666,0,16.2,0.3,-0.92,Dropout,Average GPA,Low GPA
2269,2,12,1,17,0,1,1,2,2,2,2,0,0,0,1,1,0,59,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,Dropout,Very Low GPA,Very Low GPA
2270,2,4,1,17,0,3,1,2,2,2,2,1,0,0,0,1,0,33,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
2271,1,8,2,5,1,1,1,1,1,1,1,1,0,0,1,1,1,23,0,0,6,8,6,13.333333333333334,0,0,6,7,5,12.8,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
2272,2,12,1,17,0,12,1,2,2,2,2,0,0,0,1,1,0,44,0,0,5,9,3,11.333333333333334,0,0,5,8,5,11.142857142857142,0,13.9,-0.3,0.79,Dropout,Low GPA,Low GPA
2273,2,1,4,3,0,1,1,2,2,2,2,1,0,0,1,1,0,37,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Very Low GPA,Very Low GPA
2274,2,12,1,2,1,12,1,2,2,2,2,0,0,0,1,1,0,36,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
2275,1,1,2,17,0,1,1,1,1,1,1,0,0,0,0,1,0,22,0,0,5,7,3,11.666666666666666,0,0,5,8,2,10.5,2,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
2276,2,12,1,3,0,12,1,2,2,2,2,0,0,0,1,1,0,49,0,0,6,8,6,12.166666666666666,0,0,6,8,6,14.428571428571429,0,12.4,0.5,1.79,Graduate,Average GPA,Above Average GPA
2277,1,16,1,15,1,1,1,1,1,1,1,1,0,0,1,1,0,23,0,0,6,7,6,13.333333333333334,0,0,6,6,4,12.75,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
2279,2,14,1,3,0,1,1,2,2,2,2,0,0,0,1,1,0,47,0,0,6,9,6,12.142857142857142,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,Average GPA,Very Low GPA
2280,1,14,1,4,1,1,1,1,1,1,1,0,0,0,1,1,0,28,0,9,18,36,17,13.058823529411764,1,6,12,15,12,12.307692307692308,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
2282,1,1,1,11,1,1,1,1,1,1,1,0,0,1,0,1,0,21,0,0,6,9,5,11.833333333333334,0,0,6,8,5,10.0,0,8.9,1.4,3.51,Dropout,Low GPA,Low GPA
2283,1,14,1,10,1,14,1,1,1,1,1,0,0,0,1,1,0,21,0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,Graduate,Average GPA,Low GPA
2285,2,13,1,9,1,1,1,2,2,2,2,0,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
2286,1,12,1,17,0,1,1,1,1,1,1,0,0,0,1,1,0,40,0,0,5,5,5,11.0,0,0,5,5,5,13.4,0,15.5,2.8,-4.06,Graduate,Low GPA,Average GPA
2287,1,8,1,11,1,1,1,1,1,1,1,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.428571428571429,0,11.1,0.6,2.02,Graduate,Average GPA,Above Average GPA
2289,1,12,1,17,0,1,1,1,1,1,1,0,0,0,1,1,0,31,0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Dropout,Very Low GPA,Very Low GPA
2290,1,13,1,7,1,1,1,1,1,1,1,0,0,0,1,1,0,30,0,1,6,9,2,15.0,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,Dropout,Above Average GPA,Average GPA
2291,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,6,9,5,10.8,0,0,6,11,5,11.0,0,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
2292,1,9,1,9,1,1,1,1,1,1,1,0,0,0,1,1,0,22,0,0,5,11,3,13.666666666666666,0,0,5,10,3,11.333333333333334,0,9.4,-0.8,-3.12,Dropout,Average GPA,Low GPA
2293,1,1,1,15,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,6,8,6,12.833333333333334,0,0,6,8,6,13.333333333333334,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
2294,1,8,1,2,1,1,1,1,1,1,1,0,0,0,0,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
2295,1,8,3,14,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,6,8,6,15.125,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,Graduate,Above Average GPA,Average GPA
2296,1,14,2,9,1,1,1,1,1,1,1,1,0,0,1,1,0,22,0,0,5,11,0,0.0,0,0,5,7,1,10.0,1,16.2,0.3,-0.92,Dropout,Very Low GPA,Low GPA
2297,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate,Low GPA,Low GPA
2298,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,6,12,4,12.25,0,0,6,9,6,11.0,0,9.4,-0.8,-3.12,Graduate,Average GPA,Low GPA
2299,1,12,1,11,1,14,1,1,1,1,1,0,0,0,0,1,0,26,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Very Low GPA,Very Low GPA
2304,1,8,1,9,1,1,1,1,1,1,1,0,0,0,1,1,0,20,0,0,5,14,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,Very Low GPA,Very Low GPA
2306,1,4,1,8,1,3,1,1,1,1,1,1,0,0,0,1,0,18,0,2,5,7,2,13.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,Average GPA,Very Low GPA
2307,4,14,2,17,0,13,1,4,4,4,4,0,0,0,1,1,0,39,0,0,2,5,0,0.0,0,0,4,4,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
2308,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,1,0,18,0,0,8,8,0,0.0,3,0,8,8,0,0.0,3,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
2309,1,8,3,7,1,1,1,1,1,1,1,0,0,0,1,1,1,18,0,0,5,5,5,13.0,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Graduate,Average GPA,Above Average GPA
2310,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,1,1,19,0,0,6,7,6,13.857142857142858,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate,Average GPA,Above Average GPA
2311,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,1,0,18,0,0,7,7,6,13.391666666666666,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
2312,1,1,1,9,1,1,1,1,1,1,1,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Average GPA,Very Low GPA
2313,1,15,1,8,1,14,1,1,1,1,1,1,0,0,1,1,0,22,0,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
2314,1,1,1,10,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,6,7,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
2315,1,1,1,8,1,1,1,1,1,1,1,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,Dropout,Above Average GPA,Above Average GPA
2316,1,12,1,7,1,12,1,1,1,1,1,0,0,1,0,1,0,31,0,0,5,9,2,13.333333333333334,0,0,5,9,2,16.0,4,16.2,0.3,-0.92,Dropout,Average GPA,High GPA
2317,1,12,1,17,0,1,1,1,1,1,1,0,0,0,1,1,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,Very Low GPA,Very Low GPA
2318,1,1,1,5,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
2319,1,8,1,11,1,1,1,1,1,1,1,0,0,0,1,1,0,20,0,0,6,7,6,13.714285714285714,0,0,6,8,6,14.714285714285714,0,16.2,0.3,-0.92,Graduate,Average GPA,Above Average GPA
2320,4,12,1,10,1,1,1,4,4,4,4,0,0,0,1,1,0,50,0,0,6,7,4,12.25,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,Average GPA,Very Low GPA
2322,2,12,1,17,0,1,1,2,2,2,2,1,0,0,1,1,0,31,0,0,5,8,1,11.0,0,0,5,5,1,13.0,0,9.4,-0.8,-3.12,Dropout,Low GPA,Average GPA
2324,1,9,1,10,1,1,1,1,1,1,1,1,0,0,1,1,0,21,0,0,6,9,6,10.166666666666666,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,Graduate,Low GPA,Low GPA
2325,2,12,1,7,1,1,1,2,2,2,2,0,0,0,1,1,0,34,0,0,5,8,1,10.0,0,0,5,9,0,0.0,0,8.9,1.4,3.51,Dropout,Low GPA,Very Low GPA
2327,2,12,1,17,0,1,1,2,2,2,2,1,0,0,0,1,0,40,0,0,5,10,2,10.5,0,0,5,5,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,Low GPA,Low GPA
2328,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,Very Low GPA,Very Low GPA
2329,2,12,1,5,1,9,1,2,2,2,2,0,0,1,0,1,1,46,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
2330,1,14,5,3,0,1,1,1,1,1,1,0,0,0,1,1,0,37,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
2331,1,12,1,4,1,1,1,1,1,1,1,1,0,0,1,1,0,31,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,Very Low GPA,Very Low GPA
2332,1,12,1,4,1,1,1,1,1,1,1,0,0,0,1,1,0,34,0,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
2333,1,1,6,2,1,1,1,1,1,1,1,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Very Low GPA,Very Low GPA
2334,1,1,1,14,1,1,1,1,1,1,1,0,0,0,1,1,1,18,0,0,6,7,6,13.571428571428571,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,Average GPA,Above Average GPA
2335,1,8,4,5,1,1,1,1,1,1,1,1,0,0,1,1,1,19,0,0,6,6,6,12.833333333333334,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,Graduate,Average GPA,Low GPA
2336,1,14,1,17,0,1,1,1,1,1,1,0,0,0,1,1,0,40,0,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,Dropout,Low GPA,Low GPA
2337,1,12,1,8,1,1,1,1,1,1,1,0,0,0,1,1,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,Very Low GPA,Very Low GPA
2338,1,8,5,7,1,1,1,1,1,1,1,1,0,1,1,1,0,20,0,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,11.1,0.6,2.02,Dropout,Above Average GPA,Average GPA
2340,1,12,1,4,1,1,1,1,1,1,1,1,0,0,0,1,0,43,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
2342,1,14,1,4,1,1,1,1,1,1,1,0,0,0,1,1,0,35,0,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,Graduate,Low GPA,Low GPA
2343,1,8,2,17,0,1,1,1,1,1,1,0,0,0,1,1,0,23,0,0,5,6,4,13.0,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
2344,1,8,1,12,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,7,8,7,12.12142857142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,Graduate,Average GPA,Low GPA
2345,1,17,1,6,1,16,1,1,1,1,1,1,0,0,1,1,1,21,0,7,11,15,9,14.22222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,Graduate,Above Average GPA,Average GPA
2347,1,9,1,7,1,1,1,1,1,1,1,1,0,0,1,1,0,20,0,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,Graduate,Average GPA,Above Average GPA
2348,1,12,1,14,1,1,1,1,1,1,1,0,1,0,1,1,1,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,Very Low GPA,Very Low GPA
2349,4,12,1,11,1,1,1,4,4,4,4,1,0,0,1,1,0,44,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate,Average GPA,Low GPA
2350,1,9,1,12,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
2351,1,15,1,8,1,14,1,1,1,1,1,1,0,0,1,1,0,22,0,11,18,32,12,12.857142857142858,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,Graduate,Average GPA,Above Average GPA
2352,1,1,1,8,1,1,1,1,1,1,1,0,0,0,1,1,0,18,0,0,5,7,4,14.0,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate,Above Average GPA,Above Average GPA
2353,1,8,1,14,1,1,1,1,1,1,1,1,0,0,1,1,1,21,0,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,Graduate,Above Average GPA,Low GPA
2354,1,1,2,6,1,1,1,1,1,1,1,0,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
2355,1,8,4,14,1,1,1,1,1,1,1,1,0,0,1,1,0,18,0,0,6,8,6,13.625,0,0,6,7,6,14.285714285714286,0,11.1,0.6,2.02,Graduate,Average GPA,Above Average GPA
2356,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Very Low GPA,Very Low GPA
2357,1,15,1,4,1,14,1,1,1,1,1,1,0,0,1,1,0,21,0,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,Dropout,Low GPA,Low GPA
2358,1,12,1,4,1,1,1,1,1,1,1,0,0,0,1,1,0,31,0,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,Graduate,Above Average GPA,Above Average GPA
2359,1,8,5,11,1,1,1,1,1,1,1,1,0,0,1,1,0,21,0,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,Dropout,Low GPA,Low GPA
2361,1,13,1,15,1,1,1,1,1,1,1,0,0,0,1,1,0,27,0,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,Very Low GPA,Very Low GPA
2362,1,1,5,9,1,1,1,1,1,1,1,1,0,0,1,1,0,20,0,0,5,9,3,10.333333333333334,0,0,5,6,5,12.8,0,12.4,0.5,1.79,Graduate,Low GPA,Average GPA
2365,1,9,1,15,1,1,1,1,1,1,1,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,6,6,14.5,0,8.9,1.4,3.51,Graduate,Average GPA,Above Average GPA
2367,1,8,1,8,1,1,1,1,1,1,1,1,0,0,1,1,0,18,0,0,6,7,6,14.0,0,0,6,8,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,Above Average GPA,Average GPA
2369,1,12,1,8,1,1,1,1,1,1,1,1,0,0,1,1,0,29,0,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout,Very High GPA,Average GPA
2371,1,1,5,2,1,1,1,1,1,1,1,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,Very Low GPA,Very Low GPA
2375,1,1,1,14,1,1,1,1,1,1,1,0,0,0,0,1,0,21,0,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,Dropout,Average GPA,Low GPA
2376,1,12,1,9,1,1,1,1,1,1,1,0,0,0,1,1,1,25,0,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,Graduate,Above Average GPA,Above Average GPA
2377,1,12,1,9,1,1,1,1,1,1,1,0,0,0,0,1,0,32,0,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,Very Low GPA,Very Low GPA
2378,1,14,1,17,0,1,1,1,1,1,1,0,0,0,0,1,0,26,0,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
2379,1,1,1,8,1,1,1,1,1,1,1,1,0,0,1,1,1,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
2380,1,8,1,11,1,1,1,1,1,1,1,0,0,0,1,1,1,19,0,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
2381,1,1,3,5,1,1,1,1,1,1,1,1,0,0,1,1,1,19,0,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,Above Average GPA,Average GPA
2382,1,4,1,7,1,15,1,1,1,1,1,0,0,0,1,1,0,27,0,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,Dropout,Average GPA,Above Average GPA
2385,1,15,1,5,1,14,1,1,1,1,1,1,0,0,1,1,0,21,0,0,6,6,6,14.5,0,0,6,8,6,11.333333333333334,0,12.4,0.5,1.79,Graduate,Above Average GPA,Low GPA
2387,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,Very Low GPA,Very Low GPA
2388,1,8,4,9,1,1,1,1,1,1,1,1,0,0,1,1,1,18,0,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,Dropout,Low GPA,Average GPA
2389,1,12,2,10,1,1,1,1,1,1,1,0,0,0,1,1,0,28,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout,Very Low GPA,Very Low GPA
2390,2,12,1,4,1,1,1,2,2,2,2,0,0,1,0,1,0,25,0,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,Dropout,Low GPA,Average GPA
2391,1,14,1,4,1,1,1,1,1,1,1,0,0,0,1,1,0,25,0,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,Dropout,Average GPA,Low GPA
2393,1,1,1,11,1,1,1,1,1,1,1,0,0,0,1,1,0,26,0,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
2394,1,8,3,9,1,1,1,1,1,1,1,1,0,0,1,1,1,18,0,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,Graduate,Average GPA,Low GPA
2396,1,12,1,4,1,1,1,1,1,1,1,0,0,0,1,1,0,25,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,Very Low GPA,Very Low GPA
2398,1,8,2,15,1,1,1,1,1,1,1,1,0,0,1,1,0,19,0,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,Graduate,Above Average GPA,Above Average GPA
2399,1,8,1,12,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,Graduate,Average GPA,Low GPA
2400,4,12,1,3,0,12,1,4,4,4,4,0,0,0,1,1,0,45,0,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,Dropout,Low GPA,Low GPA
2401,2,12,1,17,0,1,1,2,2,2,2,0,0,0,1,1,0,52,0,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,Graduate,Low GPA,Average GPA
2402,1,1,1,9,1,1,1,1,1,1,1,1,0,0,0,1,0,20,0,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,Dropout,Average GPA,Low GPA
2403,1,1,1,12,1,1,1,1,1,1,1,1,0,0,1,1,0,19,0,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,Graduate,Above Average GPA,Above Average GPA
2404,1,1,1,12,1,1,1,1,1,1,1,0,0,1,0,1,0,21,0,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,Dropout,Average GPA,Low GPA
2405,2,12,1,3,0,1,1,2,2,2,2,0,0,0,0,1,0,35,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,Above Average GPA,Above Average GPA
2406,2,12,1,2,1,9,1,2,2,2,2,1,0,0,1,1,0,36,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,Very Low GPA,Very Low GPA
2407,4,12,1,12,1,12,1,4,4,4,4,0,0,1,0,1,0,47,0,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
2408,1,9,1,17,0,1,1,1,1,1,1,0,0,0,1,1,0,22,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,Very Low GPA,Very Low GPA
2409,2,12,1,17,0,1,1,2,2,2,2,1,0,0,1,1,0,41,0,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
2410,1,4,1,7,1,3,1,1,1,1,1,0,0,0,1,1,0,26,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
2411,2,12,1,3,0,1,1,2,2,2,2,0,0,0,0,0,0,51,0,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,Dropout,Low GPA,Very Low GPA
2413,2,12,2,3,0,1,1,2,2,2,2,1,0,0,1,0,0,41,0,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
2414,1,14,2,9,1,1,1,1,1,1,1,1,0,0,1,1,0,23,0,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
